,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,WhetherRemodelled,AgeofProperty
732,60,RL,75.0,11404,IR1,Inside,CollgCr,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,PConc,Gd,Av,ALQ,252,901,1153,Ex,1153,878,2031,0,2,1,3,Gd,8,1,TA,Attchd,Fin,2,541,192,84,222500,1,10
733,20,RL,80.0,10000,Reg,Corner,Sawyer,1Story,5,6,Hip,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,BLQ,594,270,864,Ex,1144,0,1144,1,1,0,3,TA,6,1,TA,Attchd,RFn,1,264,165,0,131400,1,48
734,20,RL,69.0,8978,IR1,Corner,Sawyer,1Story,5,5,Gable,Plywood,Plywood,None,0.0,TA,PConc,TA,No,Unf,0,948,948,TA,948,0,948,0,1,0,3,TA,6,0,None,Attchd,Unf,1,300,147,0,108000,0,39
736,90,RL,60.0,8544,Reg,Inside,NAmes,1Story,3,4,Gable,Stucco,Stone,None,0.0,TA,CBlock,None,None,None,0,0,0,Gd,1040,0,1040,0,2,0,2,TA,6,0,None,Detchd,Unf,2,400,0,0,93500,0,56
737,60,RL,72.0,10463,IR1,CulDSac,Gilbert,2Story,8,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,893,893,Ex,901,900,1801,0,2,1,3,Gd,8,1,Gd,Attchd,Fin,3,800,0,116,239900,0,1
738,90,RL,60.0,10800,Reg,Inside,Edwards,1Story,5,5,Gable,Plywood,Plywood,None,0.0,TA,CBlock,Gd,Gd,GLQ,1200,0,1200,TA,1200,0,1200,3,3,0,3,TA,5,0,None,None,None,0,0,120,0,179000,1,22
739,60,RL,65.0,9313,IR1,Inside,CollgCr,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,864,864,Ex,864,864,1728,0,2,1,3,Gd,7,0,None,Attchd,RFn,2,572,187,56,190000,0,5
740,70,RM,60.0,9600,Reg,Inside,OldTown,2Story,5,7,Gable,Wd Sdng,Wd Shng,None,0.0,TA,BrkTil,Fa,No,Unf,0,264,264,Ex,768,664,1432,0,2,0,2,TA,7,0,None,Detchd,Unf,2,360,270,0,132000,1,97
741,20,RL,65.0,6768,IR1,Inside,Sawyer,1Story,6,8,Hip,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,Mn,GLQ,832,80,912,Gd,912,0,912,1,1,0,3,Gd,5,0,None,Detchd,Unf,1,288,168,0,142000,1,47
742,20,RL,65.0,8450,Reg,Inside,SawyerW,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,108.0,TA,PConc,Gd,No,Unf,0,1349,1349,Ex,1349,0,1349,0,2,0,3,TA,6,0,None,Attchd,Unf,2,539,120,55,179000,1,7
743,80,RL,70.0,12886,IR1,Inside,Sawyer,SLvl,5,6,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,Av,ALQ,444,76,520,Ex,1464,0,1464,0,2,0,3,TA,6,1,TA,Attchd,RFn,2,480,302,0,175000,1,46
744,120,RL,41.0,5395,IR1,Inside,StoneBr,1Story,8,5,Gable,HdBoard,HdBoard,None,0.0,Gd,PConc,Gd,No,GLQ,733,604,1337,Gd,1337,0,1337,1,2,0,2,Gd,5,1,TA,Attchd,RFn,2,462,96,0,180000,0,15
745,60,RL,69.0,8963,IR1,Inside,NWAmes,2Story,8,9,Hip,VinylSd,VinylSd,BrkFace,289.0,Ex,CBlock,TA,No,GLQ,575,487,1142,Ex,1175,1540,2715,0,3,1,4,Gd,11,2,TA,BuiltIn,Fin,2,831,0,204,299800,1,32
746,60,RL,69.0,8795,IR1,Inside,Gilbert,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,300,652,952,Ex,980,1276,2256,0,2,1,4,Gd,8,1,TA,BuiltIn,Fin,2,554,224,54,236000,0,9
747,70,RM,65.0,11700,IR1,Corner,OldTown,2Story,7,7,Mansard,Stucco,Stucco,None,0.0,Gd,Stone,TA,No,Unf,0,1240,1240,TA,1320,1320,2640,0,1,1,4,Gd,8,1,Gd,Detchd,Unf,4,864,181,0,265979,1,129
748,20,RL,59.0,10593,IR1,Inside,NoRidge,1Story,7,5,Hip,VinylSd,VinylSd,BrkFace,338.0,Gd,PConc,Gd,No,GLQ,919,801,1720,Ex,1720,0,1720,1,2,0,3,Gd,7,1,TA,Attchd,Fin,2,527,240,56,260400,0,14
749,50,RL,50.0,8405,Reg,Inside,Edwards,1.5Fin,4,3,Gable,WdShing,Wd Shng,None,0.0,TA,Slab,None,None,None,0,0,0,TA,1088,441,1529,0,2,0,4,TA,9,0,None,Detchd,Unf,1,240,92,0,98000,1,64
750,50,RM,55.0,8800,Reg,Corner,OldTown,1.5Fin,4,7,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,576,576,Gd,792,348,1140,0,1,0,3,TA,7,0,None,None,None,0,0,0,160,96500,1,100
751,60,RL,69.0,7750,Reg,Inside,Gilbert,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,660,660,Ex,660,660,1320,0,2,1,3,Gd,6,0,None,Attchd,Fin,2,400,0,48,162000,0,4
752,20,RL,79.0,9236,IR1,Inside,CollgCr,1Story,6,5,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Gd,GLQ,1200,279,1479,Ex,1494,0,1494,1,2,0,3,Gd,6,0,None,Attchd,RFn,2,576,168,27,217000,0,9
753,60,RL,80.0,10240,Reg,Inside,NridgHt,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,178.0,Gd,PConc,Gd,Mn,Unf,0,1030,1030,Gd,1038,1060,2098,0,2,1,3,Ex,8,1,Gd,Attchd,RFn,3,878,192,52,275500,0,1
754,20,RL,61.0,7930,Reg,Inside,NAmes,1Story,6,8,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,GLQ,439,115,1026,Gd,1026,0,1026,1,1,0,3,Gd,5,0,None,Detchd,RFn,2,440,171,48,156000,1,40
755,160,FV,34.0,3230,Reg,Inside,Somerst,2Story,6,5,Gable,MetalSd,MetalSd,BrkFace,894.0,TA,PConc,Gd,No,GLQ,381,348,729,Gd,742,729,1471,0,2,1,3,TA,6,0,None,Detchd,Unf,2,440,0,24,172500,0,10
756,60,RL,68.0,10769,IR1,Inside,CollgCr,2Story,8,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,20,846,866,Ex,866,902,1768,0,2,1,3,Gd,7,0,None,Attchd,RFn,2,578,144,105,212000,0,2
757,60,RL,69.0,11616,IR1,CulDSac,Sawyer,2Story,6,5,Hip,HdBoard,HdBoard,BrkCmn,328.0,TA,CBlock,TA,Mn,Rec,438,234,672,TA,672,714,1386,0,2,1,3,TA,6,1,TA,Attchd,Fin,2,440,335,0,158900,0,32
758,160,FV,24.0,2280,Reg,Inside,Somerst,2Story,7,5,Gable,MetalSd,MetalSd,BrkFace,360.0,TA,PConc,Gd,No,ALQ,549,195,744,Gd,757,744,1501,0,2,1,3,TA,6,0,None,Detchd,Unf,2,440,0,0,179400,0,9
759,60,RL,65.0,12257,IR1,Inside,NoRidge,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,513.0,Gd,PConc,Gd,Av,LwQ,56,1198,1318,Ex,1328,1203,2531,0,2,1,4,Gd,9,1,TA,Attchd,RFn,3,752,222,98,290000,0,12
760,20,RL,70.0,9100,Reg,Inside,NAmes,1Story,6,6,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,612,252,864,Ex,864,0,864,0,1,0,2,TA,5,0,None,Detchd,Unf,1,300,0,0,127500,0,50
761,30,RM,60.0,6911,Reg,FR2,BrkSide,1Story,5,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,Mn,LwQ,405,740,1145,TA,1301,0,1301,0,1,0,2,Fa,5,0,None,Detchd,Unf,2,440,0,0,100000,1,85
762,60,FV,72.0,8640,Reg,Inside,Somerst,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Mn,GLQ,24,732,756,Ex,764,783,1547,0,2,1,3,Gd,7,0,None,Attchd,Unf,2,614,169,45,215200,0,1
763,60,RL,82.0,9430,Reg,Inside,NoRidge,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,673.0,Gd,PConc,Gd,Mn,GLQ,1163,89,1252,Ex,1268,1097,2365,1,2,1,3,Gd,8,1,Gd,Attchd,RFn,3,856,0,128,337000,0,10
764,120,RL,30.0,9549,IR1,CulDSac,Veenker,1Story,8,5,Hip,BrkFace,BrkFace,None,0.0,Gd,PConc,Gd,Av,LwQ,437,0,1494,Ex,1494,0,1494,1,1,1,2,Ex,6,1,Gd,Attchd,Fin,2,481,0,30,270000,1,11
765,20,RL,75.0,14587,IR1,Inside,Somerst,1Story,9,5,Gable,VinylSd,VinylSd,Stone,284.0,Gd,PConc,Gd,No,Unf,0,1498,1498,Ex,1506,0,1506,0,2,0,2,Ex,6,1,Gd,Attchd,Fin,2,592,0,174,264132,0,0
766,60,RL,80.0,10421,Reg,Inside,NWAmes,2Story,7,5,Gable,HdBoard,HdBoard,BrkFace,42.0,TA,CBlock,Gd,No,GLQ,394,586,980,TA,980,734,1714,0,2,1,3,TA,7,1,TA,Attchd,Unf,2,496,228,66,196500,0,22
767,50,RL,75.0,12508,IR1,Inside,Mitchel,1.5Fin,6,7,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,Gd,Mn,ALQ,660,323,983,Ex,983,767,1750,1,2,0,4,TA,7,0,None,Attchd,Unf,1,423,245,0,160000,1,68
768,20,RL,70.0,9100,Reg,Inside,CollgCr,1Story,7,5,Hip,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,24,1836,1860,Ex,1836,0,1836,0,2,0,3,Gd,8,1,Gd,Attchd,Fin,2,484,120,33,216837,1,2
770,85,RL,69.0,7252,IR1,CulDSac,Sawyer,SFoyer,5,5,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,Gd,Av,GLQ,685,173,858,TA,858,0,858,1,1,0,2,TA,5,0,None,Detchd,Unf,2,576,120,0,134900,0,27
771,20,RL,67.0,8877,Reg,Inside,Edwards,1Story,4,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,Fa,No,LwQ,836,0,836,TA,1220,0,1220,0,1,0,2,TA,6,0,None,Detchd,Unf,2,396,0,0,102000,0,55
772,80,RL,94.0,7819,Reg,Inside,Edwards,SLvl,6,5,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,Av,ALQ,422,480,1029,TA,1117,0,1117,1,1,0,3,TA,6,1,TA,Detchd,Unf,2,672,144,0,107000,0,34
773,20,RL,70.0,10150,Reg,Inside,NAmes,1Story,5,5,Gable,Wd Sdng,Wd Sdng,None,1.0,TA,CBlock,TA,No,Rec,456,456,912,Ex,912,0,912,0,1,0,2,TA,5,0,None,Attchd,RFn,1,275,0,0,114500,0,49
774,20,RL,110.0,14226,Reg,Corner,NridgHt,1Story,8,5,Hip,VinylSd,VinylSd,BrkFace,375.0,Gd,PConc,Gd,Av,Unf,0,1935,1935,Gd,1973,0,1973,0,2,0,3,Gd,9,1,Gd,Attchd,Fin,3,895,315,45,395000,0,1
775,120,RM,32.0,4500,Reg,FR2,Mitchel,1Story,6,5,Hip,VinylSd,VinylSd,BrkFace,320.0,TA,PConc,Ex,No,GLQ,866,338,1204,Ex,1204,0,1204,1,2,0,2,TA,5,0,None,Attchd,Fin,2,412,0,247,162000,0,11
776,20,RL,86.0,11210,IR1,Inside,CollgCr,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,240.0,Gd,PConc,Gd,Av,GLQ,20,1594,1614,Ex,1614,0,1614,0,2,0,3,Gd,7,0,None,Attchd,RFn,3,865,144,59,221500,1,1
777,20,RL,100.0,13350,IR1,Inside,Sawyer,1Story,5,5,Hip,HdBoard,Plywood,None,0.0,TA,CBlock,TA,No,ALQ,762,102,864,TA,894,0,894,1,1,0,3,TA,5,1,Fa,Attchd,Unf,2,440,241,0,142500,0,32
778,90,RH,60.0,8400,Reg,Inside,SawyerW,1Story,5,5,Gable,Plywood,Plywood,BrkFace,320.0,TA,Slab,None,None,None,0,0,0,TA,2020,0,2020,0,2,0,4,TA,10,2,TA,Detchd,Unf,2,630,0,0,144000,0,30
779,90,RL,78.0,10530,Reg,Inside,Mitchel,SFoyer,6,5,Gable,Plywood,ImStucc,BrkFace,90.0,TA,CBlock,Gd,Gd,GLQ,975,0,975,TA,1004,0,1004,1,1,0,2,TA,4,0,None,Attchd,Unf,2,504,0,0,135000,0,29
780,20,RL,63.0,7875,Reg,Inside,Gilbert,1Story,7,5,Gable,HdBoard,HdBoard,BrkFace,38.0,TA,PConc,Gd,No,Unf,0,1237,1237,Gd,1253,0,1253,0,2,0,3,TA,6,1,TA,Attchd,Fin,2,402,220,21,176000,1,12
781,60,RL,65.0,7153,Reg,Inside,SawyerW,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,ALQ,387,374,761,Ex,810,793,1603,0,2,1,3,Gd,7,0,None,Attchd,RFn,2,484,0,124,175900,0,14
782,20,RL,67.0,16285,IR2,Inside,CollgCr,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,1413,1413,Ex,1430,0,1430,0,2,0,3,Gd,6,0,None,Attchd,RFn,2,605,0,33,187100,1,8
783,85,RL,69.0,9101,IR1,Corner,Mitchel,SFoyer,5,6,Gable,Plywood,Plywood,BrkFace,104.0,TA,PConc,Gd,Av,GLQ,1097,0,1097,Ex,1110,0,1110,1,1,0,1,Gd,4,1,TA,Attchd,Fin,2,602,303,30,165500,0,31
785,20,RL,69.0,9790,Reg,Inside,NWAmes,1Story,6,5,Gable,BrkFace,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,251,491,1372,TA,1342,0,1342,0,2,0,3,TA,7,1,Gd,Attchd,Unf,2,457,0,0,161500,0,42
786,50,RM,60.0,10800,Reg,Inside,OldTown,1.5Fin,5,6,Gable,MetalSd,MetalSd,None,0.0,TA,PConc,Fa,No,LwQ,686,0,686,TA,966,686,1652,1,2,0,4,TA,7,0,None,Detchd,Unf,1,416,0,0,139000,1,95
787,60,RL,76.0,10142,IR1,Inside,SawyerW,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,656,300,956,Ex,956,1128,2084,1,2,1,4,Gd,8,0,None,BuiltIn,RFn,2,618,0,45,233000,0,6
788,20,RM,50.0,6000,Reg,Corner,OldTown,1Story,4,7,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0,901,901,Ex,901,0,901,0,1,0,2,TA,4,0,None,Detchd,Unf,1,281,0,0,107900,1,54
789,60,RL,69.0,12205,IR1,Inside,ClearCr,2Story,6,8,Gable,HdBoard,HdBoard,BrkFace,157.0,TA,CBlock,TA,Gd,LwQ,568,264,832,Gd,976,1111,2087,0,2,1,5,Gd,9,0,None,Attchd,Fin,2,444,133,168,187500,1,41
790,120,RL,43.0,3182,Reg,Inside,Blmngtn,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,11.0,Gd,PConc,Gd,No,GLQ,16,1129,1145,Ex,1145,0,1145,0,2,0,2,Gd,5,1,Gd,Attchd,Fin,2,397,100,16,160200,1,4
791,80,RL,69.0,11333,IR1,Corner,Mitchel,SLvl,6,5,Gable,HdBoard,HdBoard,None,0.0,TA,PConc,Gd,Av,ALQ,539,490,1029,TA,1062,0,1062,1,1,0,3,TA,5,2,TA,Attchd,RFn,2,539,120,0,146800,0,31
792,60,RL,92.0,9920,IR1,CulDSac,NoRidge,2Story,7,5,Gable,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,Av,GLQ,862,255,1117,Ex,1127,886,2013,1,2,1,3,TA,8,1,TA,Attchd,Unf,2,455,180,130,269790,1,11
793,20,RL,76.0,9158,Reg,Inside,Somerst,1Story,8,5,Gable,CemntBd,CmentBd,Stone,140.0,Gd,PConc,Gd,Av,Unf,0,1496,1496,Ex,1496,0,1496,0,2,0,3,Gd,7,0,None,Attchd,Fin,2,474,168,130,225000,0,0
794,60,RL,69.0,10832,IR1,Corner,Gilbert,2Story,7,5,Gable,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,No,Unf,0,712,712,Ex,1086,809,1895,0,2,1,3,Gd,7,1,TA,Attchd,Fin,2,409,143,46,194500,1,14
795,60,RL,70.0,8400,Reg,Inside,SawyerW,2Story,6,6,Gable,HdBoard,HdBoard,BrkFace,130.0,TA,CBlock,Gd,No,Unf,0,650,650,TA,888,676,1564,0,2,1,3,TA,7,1,TA,Attchd,Unf,2,476,0,50,171000,1,30
796,20,RL,71.0,8197,Reg,Inside,Sawyer,1Story,6,5,Gable,Plywood,Plywood,BrkFace,148.0,TA,CBlock,TA,No,Unf,0,660,660,Ex,1285,0,1285,0,1,1,3,TA,7,1,TA,Attchd,RFn,2,528,138,0,143500,0,30
797,20,RL,57.0,7677,Reg,Inside,NAmes,1Story,5,5,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,BLQ,570,203,773,Gd,773,0,773,0,1,0,2,TA,4,0,None,Attchd,Unf,1,240,0,0,110000,0,55
798,60,RL,104.0,13518,Reg,Inside,NridgHt,2Story,9,5,Hip,VinylSd,VinylSd,Stone,860.0,Ex,PConc,Ex,No,Unf,0,1926,1926,Ex,1966,1174,3140,0,3,1,4,Ex,11,2,Gd,BuiltIn,Fin,3,820,144,78,485000,1,1
799,50,RL,60.0,7200,Reg,Corner,SWISU,1.5Fin,5,7,Gable,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,BrkTil,Gd,No,ALQ,569,162,731,Ex,981,787,1768,1,1,1,3,Gd,7,2,TA,Detchd,Unf,1,240,0,0,175000,1,70
800,60,RL,79.0,12798,IR1,Inside,ClearCr,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Gd,GLQ,462,154,616,Gd,616,1072,1688,1,2,1,4,Gd,8,0,None,Attchd,RFn,2,603,403,114,200000,0,11
801,30,RM,40.0,4800,Reg,Inside,IDOTRR,1Story,4,7,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,LwQ,197,999,1196,Ex,1196,0,1196,1,1,0,2,TA,5,0,None,Detchd,Unf,2,440,0,0,109900,1,91
802,60,RL,63.0,8199,Reg,Inside,CollgCr,2Story,7,5,Gable,WdShing,Wd Shng,None,0.0,Gd,PConc,Gd,Av,GLQ,648,80,728,Ex,728,728,1456,1,2,1,3,Gd,7,1,Gd,Attchd,Fin,2,410,36,18,189000,0,3
803,60,RL,107.0,13891,Reg,Inside,NridgHt,2Story,9,5,Hip,VinylSd,VinylSd,Stone,424.0,Ex,PConc,Ex,Gd,Unf,0,1734,1734,Ex,1734,1088,2822,0,3,1,4,Ex,12,1,Gd,BuiltIn,RFn,3,1020,52,170,582933,1,1
804,20,RL,75.0,9000,Reg,Inside,NAmes,1Story,5,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,LwQ,812,124,936,TA,1128,0,1128,0,1,0,2,TA,5,0,None,Attchd,Unf,1,286,0,0,118000,0,52
805,20,RL,91.0,12274,IR1,FR2,Somerst,1Story,7,5,Gable,VinylSd,VinylSd,Stone,256.0,Gd,PConc,Gd,No,Unf,0,1417,1417,Ex,1428,0,1428,0,2,0,3,Ex,6,0,None,Attchd,RFn,2,554,0,60,227680,0,0
806,80,RL,75.0,9750,Reg,Inside,NAmes,SLvl,5,5,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,TA,Av,ALQ,400,100,980,Gd,980,0,980,0,2,0,3,TA,6,0,None,Attchd,Fin,1,384,68,0,135500,0,39
808,80,RL,85.0,13400,Reg,Inside,NAmes,SLvl,5,5,Gable,VinylSd,VinylSd,BrkFace,1047.0,TA,CBlock,TA,Av,ALQ,516,380,1024,TA,1086,0,1086,1,1,0,3,TA,6,1,Gd,Attchd,RFn,2,484,0,0,159950,0,40
809,75,RM,90.0,8100,Reg,Corner,OldTown,2.5Unf,5,5,Hip,AsbShng,AsbShng,None,0.0,TA,PConc,TA,No,Unf,0,849,849,TA,1075,1063,2138,0,2,0,2,TA,11,0,None,Detchd,Unf,2,360,40,156,106000,1,111
810,20,RL,78.0,10140,Reg,Inside,NWAmes,1Story,6,6,Hip,HdBoard,HdBoard,BrkFace,99.0,TA,CBlock,TA,No,ALQ,663,0,1040,Fa,1309,0,1309,1,1,1,3,Gd,5,1,Fa,Attchd,RFn,2,484,265,0,181000,1,32
811,120,RM,69.0,4438,Reg,Inside,CollgCr,1Story,6,5,Gable,VinylSd,VinylSd,BrkFace,169.0,Gd,PConc,Gd,Gd,GLQ,662,186,848,Ex,848,0,848,1,1,0,1,Gd,4,1,Gd,Attchd,Fin,2,420,140,0,144500,0,4
812,20,C (all),66.0,8712,Reg,Inside,IDOTRR,1Story,5,5,Hip,Wd Sdng,Wd Sdng,None,0.0,Fa,CBlock,TA,Av,Unf,0,540,540,TA,1044,0,1044,0,1,0,2,Fa,4,0,None,Basment,Unf,2,504,0,0,55993,0,58
813,20,RL,75.0,9750,Reg,Inside,NAmes,1Story,6,6,Gable,MetalSd,MetalSd,BrkFace,243.0,TA,CBlock,TA,No,Rec,608,834,1442,Gd,1442,0,1442,0,1,1,4,TA,7,0,None,Attchd,RFn,1,301,0,0,157900,0,49
814,50,RL,45.0,8248,Reg,Inside,Edwards,1.5Fin,5,7,Gable,Stucco,Stucco,None,0.0,TA,BrkTil,TA,No,Unf,0,686,686,Gd,686,564,1250,0,1,1,3,Fa,7,0,None,Detchd,Unf,1,280,207,0,116000,1,88
815,20,RL,48.0,12137,IR2,CulDSac,CollgCr,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,442.0,TA,PConc,Gd,No,Unf,0,1649,1649,Ex,1661,0,1661,0,2,0,3,Gd,6,0,None,Attchd,RFn,2,598,0,34,224900,0,12
816,20,RL,69.0,11425,IR1,Corner,NAmes,1Story,5,6,Gable,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,No,BLQ,486,522,1008,Gd,1008,0,1008,0,1,0,2,TA,4,1,Gd,Attchd,RFn,1,275,0,0,137000,0,52
817,20,RL,69.0,13265,IR1,CulDSac,Mitchel,1Story,8,5,Hip,CemntBd,CmentBd,BrkFace,148.0,Gd,PConc,Gd,No,GLQ,1218,350,1568,Ex,1689,0,1689,1,2,0,3,Gd,7,2,Gd,Attchd,RFn,3,857,150,59,271000,0,6
818,80,RL,80.0,8816,Reg,Inside,ClearCr,SLvl,6,7,Gable,HdBoard,HdBoard,BrkFace,80.0,TA,CBlock,TA,Av,GLQ,504,506,1010,Gd,1052,0,1052,1,1,0,3,TA,6,0,None,Attchd,Unf,2,440,0,0,155000,0,39
819,120,RL,44.0,6371,IR1,Inside,NridgHt,1Story,7,5,Gable,VinylSd,VinylSd,Stone,128.0,Gd,PConc,Gd,Mn,GLQ,733,625,1358,Ex,1358,0,1358,1,2,0,2,Gd,6,1,Gd,Attchd,RFn,2,484,192,35,224000,1,1
820,60,RL,72.0,7226,IR1,CulDSac,CollgCr,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,798,798,Ex,798,842,1640,0,2,1,3,Gd,6,0,None,Attchd,RFn,2,595,0,45,183000,0,5
821,20,RM,60.0,6000,Reg,Inside,OldTown,1Story,4,4,Gable,MetalSd,MetalSd,None,0.0,Fa,CBlock,Fa,No,Unf,0,936,936,TA,936,0,936,0,1,0,2,TA,4,0,None,Detchd,Unf,2,576,0,32,93000,0,56
822,60,RL,69.0,12394,IR1,Corner,Gilbert,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Gd,Unf,0,847,847,Ex,847,886,1733,0,2,1,3,Gd,7,1,Gd,BuiltIn,Fin,2,433,100,48,225000,0,4
823,50,RL,60.0,9900,Reg,Inside,SWISU,1.5Fin,6,7,Gable,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,No,Unf,0,778,778,TA,944,545,1489,0,2,0,3,TA,7,1,Gd,Detchd,Unf,1,240,335,0,139500,1,69
824,20,FV,81.0,11216,Reg,Inside,Somerst,1Story,8,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,1489,1489,Ex,1489,0,1489,0,2,0,3,Gd,7,1,Gd,Attchd,RFn,2,776,0,140,232600,0,0
825,20,RL,114.0,14803,Reg,Inside,NridgHt,1Story,10,5,Hip,CemntBd,CmentBd,BrkFace,816.0,Ex,PConc,Ex,Av,GLQ,1636,442,2078,Ex,2084,0,2084,1,2,0,2,Ex,7,1,Gd,Attchd,Fin,3,1220,188,45,385000,1,1
826,45,RM,50.0,6130,Reg,Inside,BrkSide,1.5Unf,5,6,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,ALQ,784,0,784,Gd,784,0,784,1,1,0,2,Gd,5,0,None,None,None,0,0,0,0,109500,1,84
827,20,RL,65.0,8529,IR1,Inside,SawyerW,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,20,1434,1454,Ex,1434,0,1434,0,2,0,3,Gd,6,1,TA,Attchd,RFn,2,527,290,39,189000,0,8
829,160,FV,24.0,2544,Reg,Inside,Somerst,2Story,7,5,Gable,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,No,Unf,0,600,600,Ex,520,623,1223,0,2,1,2,Gd,4,0,None,Detchd,RFn,2,480,0,166,147400,0,1
830,20,RL,80.0,11900,IR1,Corner,NAmes,1Story,6,5,Gable,HdBoard,HdBoard,BrkFace,387.0,TA,CBlock,TA,No,Rec,1040,352,1392,TA,1392,0,1392,1,1,1,3,TA,6,2,Gd,Attchd,RFn,2,458,0,0,166000,0,51
831,160,FV,30.0,3180,Reg,Inside,Somerst,2Story,7,5,Gable,MetalSd,MetalSd,None,0.0,TA,PConc,Gd,No,Unf,0,600,600,Ex,520,600,1200,0,2,1,2,Gd,4,0,None,Detchd,RFn,2,480,0,166,151000,0,1
832,60,RL,44.0,9548,IR1,CulDSac,CollgCr,2Story,7,6,Gable,VinylSd,VinylSd,BrkFace,223.0,Gd,PConc,Gd,No,GLQ,483,458,941,Ex,941,888,1829,1,2,1,3,Gd,7,1,TA,Attchd,RFn,2,613,192,39,237000,0,7
833,20,RL,100.0,10004,Reg,Inside,NAmes,1Story,6,6,Gable,HdBoard,Plywood,BrkFace,180.0,TA,CBlock,TA,No,Rec,196,975,1516,TA,1516,0,1516,0,1,1,3,TA,6,0,None,Attchd,RFn,2,472,0,0,167000,0,45
834,20,RL,75.0,7875,Reg,Inside,NAmes,1Story,5,6,Gable,VinylSd,VinylSd,BrkFace,136.0,TA,CBlock,TA,No,Rec,572,572,1144,Gd,1144,0,1144,1,1,0,3,TA,6,0,None,Attchd,Unf,2,456,0,0,139950,0,47
